,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,date,average_temp,trip_length_minutes,daily_ride_count,month,season
1113736,413A793D41CBBF1E,electric_bike,2022-04-08 18:30:58.325,2022-04-08 18:55:26.193,Central Park North & Adam Clayton Powell Blvd,7617.07,6 Ave & W 34 St,6364.10,40.799484,-73.955613,40.74964,-73.98805,member,2022-04-08,12.8,24.464466666666667,21739,4,spring
1135475,F1938478C78C868F,classic_bike,2022-04-09 18:23:10.442,2022-04-09 18:31:48.760,W 53 St & 10 Ave,6890.01,W 34 St & 11 Ave,6578.01,40.76669671,-73.99061728,40.75594159,-74.0021163,member,2022-04-09,11.4,8.638633333333333,16911,4,spring
1152386,87D21CD41F6FB39D,classic_bike,2022-04-10 10:20:09.227,2022-04-10 10:49:31.429,Bialystoker Pl & Delancey St,5335.03,South St & Whitehall St,4846.01,40.71622644,-73.98261206,40.70122128,-74.01234218,casual,2022-04-10,8.6,29.370033333333332,14412,4,spring
1166798,50A2F1B68DF8AA61,electric_bike,2022-04-11 15:51:30.218,2022-04-11 15:56:33.346,8 Ave & W 27 St,6297.07,W 21 St & 6 Ave,6140.05,40.747968,-73.996637,40.74173969,-73.99415556,member,2022-04-11,8.8,5.052133333333333,18981,4,spring
1185779,77E0ED28BCB8597A,classic_bike,2022-04-12 18:37:22.381,2022-04-12 18:58:18.237,Broadway & W 61 St,7014.12,St. Nicholas Ave & W 126 St,7756.10,40.77003010255044,-73.9819684624672,40.8114323,-73.9518776,member,2022-04-12,13.4,20.930933333333332,23289,4,spring
1209068,49979EA26302CE97,classic_bike,2022-04-13 16:44:52.948,2022-04-13 16:54:37.049,Suydam St & Broadway,4689.03,Knickerbocker Ave & Thames St,5018.06,40.69544,-73.93223,40.70539,-73.92976,casual,2022-04-13,15.4,9.735016666666668,24682,4,spring
1233750,C6E6A6456D0D3FB4,classic_bike,2022-04-14 13:37:06.639,2022-04-14 13:47:45.341,E 20 St & Park Ave,6055.08,Bleecker St & Crosby St,5679.08,40.73827428,-73.98751968,40.72615604980408,-73.99510189890862,member,2022-04-14,16.3,10.645033333333334,22588,4,spring
1256338,1D80CBCABDAEDE14,electric_bike,2022-04-15 05:51:27.223,2022-04-15 05:53:36.687,Cauldwell Ave & E 161 St,7952.02,Westchester Ave & Longwood Ave,7909.07,40.82188,-73.907521,40.819701,-73.901311,member,2022-04-15,15.7,2.1577333333333333,24778,4,spring
1281116,6F2133F12C169718,electric_bike,2022-04-16 13:01:27.934,2022-04-16 13:07:45.674,E 3 St & 1 Ave,5553.03,Broadway & E 14 St,5905.12,40.72467721,-73.98783413,40.73454567,-73.99074142,casual,2022-04-16,15.7,6.2956666666666665,20513,4,spring
1301629,F1F4D039B51F2648,classic_bike,2022-04-17 11:34:44.206,2022-04-17 12:02:51.525,Plaza St West & Flatbush Ave,4010.13,Water St & Main St,4936.14,40.6750207,-73.97111473,40.703212,-73.990409,member,2022-04-17,8.3,28.121983333333333,13595,4,spring
1315224,E42BC41E93D66B9A,electric_bike,2022-04-18 13:26:46.530,2022-04-18 13:37:38.441,Plaza St West & Flatbush Ave,4010.13,Union St & Bedford Ave,3879.04,40.6750207,-73.97111473,40.6691783,-73.9554162,casual,2022-04-18,7.9,10.865183333333333,13881,4,spring
1329105,7701EAB97474401D,classic_bike,2022-04-19 17:07:28.081,2022-04-19 17:28:45.723,Watts St & Greenwich St,5578.02,Allen St & Stanton St,5484.09,40.72405549,-74.00965965,40.722055,-73.989111,member,2022-04-19,7.6,21.294033333333335,14771,4,spring
1343876,2F519C48D5826EBB,electric_bike,2022-04-20 17:24:28.578,2022-04-20 17:27:20.783,Amsterdam Ave & W 66 St,7149.05,Columbus Ave & W 72 St,7175.05,40.7746671,-73.98470567,40.7770575,-73.97898475,member,2022-04-20,9.4,2.8700833333333335,21243,4,spring
1365119,F06072093C64BF26,classic_bike,2022-04-21 19:53:52.736,2022-04-21 20:05:30.948,Water St & Gouverneur Ln,4993.15,Watts St & Greenwich St,5578.02,40.70469667894968,-74.00803416967392,40.72405549,-74.00965965,member,2022-04-21,10.6,11.636866666666666,19446,4,spring
1384565,6C44D3CC5A26F7B4,electric_bike,2022-04-22 12:51:02.966,2022-04-22 13:05:18.002,W 55 St & 6 Ave,6809.09,3 Ave & E 62 St,6762.04,40.763189,-73.978434,40.76312584,-73.96526895,member,2022-04-22,14.6,14.2506,24280,4,spring
1408845,087813CF2F03A885,classic_bike,2022-04-23 11:15:16.218,2022-04-23 11:26:20.918,E 20 St & FDR Dr,5886.13,Broadway & W 29 St,6289.06,40.733208626522426,-73.9756813647,40.7462009,-73.98855723,member,2022-04-23,13.3,11.078333333333337,23595,4,spring
1432440,0F8A85574F4AA82C,classic_bike,2022-04-24 02:49:31.639,2022-04-24 03:20:24.698,35 St & Broadway,6750.16,E 93 St & 2 Ave,7286.02,40.760339,-73.9222427,40.782454175279874,-73.9489196240902,member,2022-04-24,12.8,30.884316666666667,20877,4,spring
